sugar to flour ratio,sugar index,bake temp,chill time,calories,density,pH,grams baking soda,bake time,quality,butter type,weight,diameter,mixins,crunch factor,aesthetic appeal
0.24,11.9,400,54,159,0.99622,8.14,0.54,9.8,8,melted,13.2,7,"nuts, chocolate",1.57,3
0.29,13.3,390,49,130,0.9952,8.33,0.46,11,10,melted,12.4,7,chocolate,1.08,3
0.45,1.8,500,17,114,0.9948,8.33,0.49,10.7,9,melted,15.8,7,"chocolate, oats",1.08,3
0.39,2.2,1060,8,32,0.9986,7.89,0.5,9.6,5,cubed,21.4,7,"nuts, chocolate",1.02,3
0.34,1.7,380,85,153,0.9909,8.33,0.86,12,9,melted,12.4,7,"chocolate, oats",1.64,3
0.15,3,640,12,27,0.9929,8.33,0.59,12.8,6,cubed,13,7,"nuts,raisins",1.5,3
0.41,2,270,14,79,0.99063,8.27,0.63,12.4,8,melted,13.2,7,raisins,1.55,3
0.27,15.5,500,25,135,0.9984,7.9,0.43,8.7,9,melted,14.8,7,"chocolate, oats",1.07,3
0.39,1.9,540,6,17,0.9976,8.17,0.47,10,5,cubed,20.4,7,"nuts, oats, chocolate",1.12,3
0.08,2.1,710,16,24,0.99376,8.56,0.77,11.1,6,cubed,11.8,7,"nuts, oats, chocolate",1.42,3
0.32,1.2,360,7,89,0.99111,8.26,0.48,11,7,melted,11.4,7,"chocolate, oats",1.48,3
0.35,1.6,390,24,147,0.9935,7.96,0.36,10,7,melted,17,7,"chocolate, oats",1.62,3
0.41,13.6,500,41,178,0.9988,8.37,0.43,9.7,7,melted,14.6,7,chocolate,1.78,3
0.28,1.2,400,31,111,0.99174,8.18,0.53,11.1,7,melted,14.2,7,chocolate,1.73,3
0.27,2.3,420,19,120,0.98952,8.32,0.41,12.7,9,melted,12,7,raisins,1,3
0.34,2.3,940,10,45,0.99864,8.24,0.6,9.7,7,cubed,19.6,7,"nuts,raisins",1.43,3
0.32,1.6,530,47,150,0.9948,8.29,0.76,9.6,8,melted,15.8,7,"chocolate, oats",1.15,3
0.47,4.1,410,95,163,0.99184,7.92,0.59,11.3,8,melted,15,7,chocolate,1.7,3
0.24,2.3,340,25,133,0.9906,8.34,0.59,12,9,melted,12.2,7,raisins,1.15,3
0.19,1.8,1040,12,47,0.9964,8.19,0.93,9.5,5,cubed,15.6,7,"nuts,raisins",1.42,3
0.4,1.2,270,36,121,0.992,8.12,0.38,10.7,8,melted,16.4,7,chocolate,1.93,3
0.24,2.1,340,49,121,0.98882,7.98,0.43,13.2,9,melted,13.8,7,chocolate,1.79,3
0.04,1.3,580,25,133,0.99271,8.17,0.39,10.2,6,melted,13.6,7,"nuts, oats, chocolate",1.26,3
0.27,1.7,300,31,103,0.98892,8.35,0.37,12.9,8,melted,11.2,7,"chocolate, oats",1.37,3
0.34,15.4,500,38,174,0.9983,8.03,0.42,9,8,melted,14.6,7,chocolate,1.4,3
0.33,4.8,430,45,114,0.992,8.18,0.44,11.2,8,melted,13,7,"chocolate, oats",1.11,3
0.4,1.9,280,32,138,0.9914,8.26,0.72,11.7,7,melted,12.2,7,chocolate,1.87,3
0.12,4.8,540,6,97,0.99424,8.16,0.5,9.3,7,melted,12.4,7,raisins,1.07,3
0.09,2.8,840,18,49,0.9994,8.43,0.72,11.1,6,cubed,16.2,7,"nuts, oats",1.17,3
0.24,11.2,310,41,167,0.9948,8.12,0.43,11.3,9,melted,15.4,7,"nuts, chocolate",1.35,3
0.28,2.4,560,49,159,0.9944,8.02,0.47,8.8,10,melted,13.8,7,chocolate,1.79,3
0.42,1.1,510,61,197,0.9932,8.02,0.4,9,7,melted,12,7,"nuts, chocolate",1.7,3
0.32,1.7,350,39,84,0.99096,8.59,0.48,12.7,9,melted,13.2,7,"nuts, chocolate",1.49,3
0.49,4.2,950,10,23,1.00315,7.92,0.74,11.1,5,cubed,31.2,7,"nuts, oats, chocolate",1.26,3
0.49,1.5,510,18,87,0.9928,8.3,0.46,9.6,7,melted,12.2,7,chocolate,1.26,3
0.27,4.4,550,17,135,0.9925,8.23,0.44,12.2,8,melted,12.8,7,raisins,1.75,3
0,1.9,970,14,38,0.99675,8.37,0.58,9,6,cubed,14.4,7,"nuts, oats, chocolate",1.03,3
0.01,1.6,480,26,60,0.99084,8.7,0.75,14,6,cubed,10,7,raisins,1.34,3
0.33,3.5,360,23,92,0.99136,8.18,0.38,11.2,8,melted,13,7,raisins,1.27,3
0.19,3.2,330,28,124,0.9904,8.22,0.54,12.7,9,melted,12.8,7,"nuts, chocolate",1.35,3
0.34,9.9,380,30,133,0.9954,8.11,0.44,9.8,7,melted,13,7,chocolate,1.55,3
0.28,1.5,370,12,119,0.9919,8.32,0.51,10.4,9,melted,12.8,7,raisins,1.78,3
0.02,2,730,9,18,0.9968,8.36,0.57,9.5,7,cubed,15.6,7,"nuts,raisins",1.83,3
0.31,2,560,15,29,0.99472,8.23,0.76,11.3,8,cubed,14.4,7,raisins,1.62,3
0.26,14.8,530,44,95,0.99676,8.2,0.35,9.8,8,melted,13.4,7,"chocolate, oats",1.12,3
0.26,7.4,520,45,128,0.99388,8.16,0.37,10,8,melted,13.2,7,"chocolate, oats",1.42,3
0.49,2,2700,23,110,0.9972,8.12,1.02,9.3,5,cubed,17.8,7,"nuts, oats, chocolate",1.31,3
0.32,7.4,150,47,124,0.99278,7.99,0.39,11,8,melted,15.6,7,"chocolate, oats",1.99,3
0.32,5.2,430,18,104,0.9952,8.24,0.45,10.7,6,melted,14.6,7,"nuts, chocolate",1.2,3
0.09,1.8,740,4,25,0.99534,8.38,0.45,9.6,5,cubed,13.6,7,"chocolate, peanut butter",1.41,3
0.38,2.6,660,29,56,0.99577,8.15,0.79,12.1,7,cubed,21.4,7,"nuts,raisins",1.59,3
0.53,2.6,700,5,16,0.9972,8.15,0.65,11,8,cubed,21.4,7,raisins,1.51,3
0.29,1,420,35,101,0.99044,8.36,0.48,11.4,9,melted,11.6,7,chocolate,1.17,3
0.32,4.8,560,39,113,0.99393,8.11,0.52,10.2,9,melted,15,7,chocolate,1.54,3
0.36,1.9,650,5,10,0.99419,8.27,0.54,11.2,7,cubed,15.8,7,raisins,1.26,3
0.26,7.7,530,20,103,0.9925,8.27,0.45,12.2,8,melted,10.4,7,raisins,1.82,3
0.08,2.4,920,10,41,0.9974,8.24,0.71,9.8,6,cubed,15.6,7,"nuts, oats",1.1,3
0.37,1.6,870,27,177,0.99438,8.09,0.5,9.8,7,melted,15.2,7,raisins,1.49,3
0,2,1660,4,11,0.99608,8.39,0.52,10,5,cubed,14.4,7,"chocolate, peanut butter",1.36,3
0.34,2.5,800,26,86,0.9987,8.38,0.62,9.5,6,cubed,18,7,"nuts, chocolate",1.18,3
0.24,1.6,260,26,189,0.991,8.08,0.74,12.1,9,melted,15.6,7,chocolate,1.51,3
0.29,5.5,420,44,189,0.99304,8.19,0.47,10.3,8,melted,12.6,7,"chocolate, oats",1.57,3
0.42,14.6,440,45,163,1.0003,8.21,0.69,8.6,9,melted,16,7,chocolate,1.42,3
0.27,9.8,550,74,134,0.99534,8.16,0.4,10.2,8,melted,12.2,7,chocolate,1,3
0.3,1.2,360,42,107,0.991,8.34,0.56,10.8,9,melted,12.2,7,chocolate,1.86,3
0.45,2,820,6,15,0.9988,7.94,0.66,9.2,6,cubed,22.6,7,raisins,1.04,3
0.14,1.3,360,69,168,0.99212,8.47,0.46,10.46666667,7,melted,9.8,7,raisins,1.08,3
0.42,8.5,480,10,147,0.9974,8.32,0.46,9.5,8,melted,13.8,7,"nuts, chocolate",1.33,3
0.28,2.7,1000,18,95,0.9966,8.22,0.67,9.4,5,cubed,15.6,7,"nuts, chocolate",1.09,3
0.34,1.2,420,18,167,0.99366,8.24,0.39,10.6,7,melted,16.4,7,"nuts,raisins",1.84,3
0.26,2,800,31,131,0.99622,8.21,0.52,9.9,5,cubed,15.6,7,"nuts, oats, chocolate",1.76,3
0.81,1.2,2170,14,74,0.9936,8.08,0.53,9.5,7,melted,13,7,raisins,1.46,3
0.34,1.4,400,25,184,0.99216,8.29,0.46,10.7,7,melted,13,7,chocolate,1.16,3
0.22,5.1,480,38,168,0.9945,8.34,0.49,10.4,8,melted,14,7,chocolate,1.52,3
0.45,5.4,300,15,118,0.9954,8.14,0.34,9.6,7,melted,16.4,7,"nuts, oats, chocolate",1.43,3
0.31,3,860,23,81,1.0002,8.48,0.74,11.6,6,cubed,17.4,7,"nuts, oats, chocolate",1.31,3
0.38,10.5,310,53,140,0.99321,8.34,0.46,11.7,8,melted,10.6,7,raisins,1.38,3
0.35,1.7,540,7,15,0.99458,8.32,0.8,11.9,7,cubed,15.8,7,chocolate,1.36,3
0.3,1.1,280,34,95,0.99272,7.83,0.36,10,6,melted,17,7,"chocolate, oats",1.89,3
0.39,17.3,520,22,126,0.99888,8.11,0.47,9.2,8,melted,13,7,chocolate,1.7,3
0.6,2,670,12,27,0.9981,8.11,0.97,10.1,6,cubed,23,7,raisins,1.38,3
0.32,10.7,290,14,111,0.9958,7.85,0.42,10.6,7,melted,18.8,7,raisins,1.26,3
0.64,13.2,560,12,105,0.9972,8.05,0.39,9.2,7,melted,14.2,7,raisins,1.72,3
0.28,7.5,700,45,185,0.9966,8.34,0.55,9.4,7,melted,14,7,chocolate,1.06,3
0.49,6.4,370,37,161,0.9954,8.38,0.53,9.7,8,melted,12.8,7,chocolate,1.74,3
0.24,1.2,510,31,95,0.99036,8.24,0.57,11.3,8,melted,12.4,7,chocolate,1.61,3
0.26,1.7,420,34,130,0.9925,8.43,0.5,10.7,10,melted,14,7,chocolate,1.47,3
0.34,4.2,260,21,77,0.9907,8.41,0.45,11.9,8,melted,11.4,7,raisins,1.96,3
0.15,6,730,11,54,0.999,8.37,0.49,9.9,5,cubed,16.8,7,peanut butter,1.38,3
0.3,2.1,830,35,72,0.997,8.44,0.52,9.4,5,cubed,14.4,7,"nuts, chocolate",1.99,3
0.3,1.5,450,22,61,0.992,8.31,0.54,10.4,7,melted,12.2,7,chocolate,1.18,3
0.24,2.1,700,5,20,0.9966,8.12,0.59,9.9,5,cubed,18.6,7,"nuts, oats",1.45,3
0.25,3.3,410,26,124,0.99428,8.18,0.5,9.3,8,melted,13.8,7,raisins,1.52,3
0.33,1.2,310,38,95,0.99239,7.83,0.31,10.3,7,melted,17.2,7,chocolate,1.49,3
0.15,2.1,1020,11,32,0.99604,8.23,0.48,10,5,cubed,15.4,7,peanut butter,1.45,3
0.5,8.3,530,51,202,0.9955,8.2,0.51,9.6,8,melted,12.6,7,raisins,1.97,3
0.36,6.2,510,30,173,0.9984,8.09,0.53,9.7,7,melted,15.8,7,"nuts,raisins",1.76,3
0.28,6.1,180,41,103,0.99122,8.24,0.32,12.2,8,melted,13,7,raisins,1.41,3
0.3,2.5,420,31,104,0.9911,8.05,0.56,11.3,9,melted,14.6,7,chocolate,1.46,3
0.17,5.6,360,37,127,0.99373,8.05,0.57,9.8,8,melted,12,7,"chocolate, oats",1.72,3
0.23,14.9,390,47,142,0.99705,8.14,0.35,9.7,8,melted,12.6,7,chocolate,1.35,3
0.34,1.4,350,13,102,0.9918,8.05,0.74,11,7,melted,15,7,"chocolate, oats",1.28,3
0.75,2.8,840,23,43,0.9986,8.04,0.68,11.4,7,cubed,26.6,7,chocolate,1.86,3
0.3,1.4,570,33,135,0.993,8.12,0.5,9.6,8,melted,14.8,7,"chocolate, oats",1.9,3
0.32,5,160,31,101,0.99186,7.99,0.39,11,8,melted,15.6,7,chocolate,1.83,3
0.23,4.2,380,13,95,0.98898,7.97,0.7,13.1,8,melted,12.2,7,chocolate,1.96,3
0.74,13.5,390,46,165,0.9982,8.02,0.4,8.7,7,melted,14.6,7,raisins,1.52,3
0.18,2.4,780,15,60,0.99638,8.31,0.54,9.8,5,cubed,14.6,7,"nuts,raisins",1.08,3
0.25,2,410,30,95,0.99078,8.27,0.56,11.1,8,melted,12,7,chocolate,1.74,3
0.24,7.2,380,28,137,0.9952,8.35,0.6,10.4,8,melted,13.2,7,chocolate,1.16,3
0.28,12.6,480,54,136,0.99556,8.19,0.37,10.7,8,melted,13.6,7,chocolate,1.13,3
0.23,14.8,540,28,174,0.99898,8.18,0.49,9.7,7,melted,15,7,"nuts, chocolate",1.96,3
0.46,1.8,750,6,21,0.9976,8.25,1.02,10.8,7,cubed,20.8,7,chocolate,1.28,3
0.3,8.4,510,40,167,0.99756,8.48,0.62,9.7,7,melted,14.4,7,raisins,1.56,3
0.47,16.9,520,51,188,0.99944,8.09,0.62,9.3,7,melted,15,7,chocolate,1.18,3
0.32,2.8,800,29,58,0.9974,8.31,0.64,10.3,5,cubed,15.6,7,"nuts, chocolate",1.03,3
0.24,7.2,470,41,151,0.99604,8.11,0.6,9.2,7,melted,12.8,7,raisins,1.6,3
0.38,1.8,460,14,114,0.9925,8.32,0.9,11.7,8,melted,14.2,7,"chocolate, oats",1.9,3
0.49,8.3,470,54,191,0.9954,8.23,0.4,10.3,8,melted,13.4,7,chocolate,1.73,3
0.19,13.7,520,47,197,0.99865,8.12,0.53,9,7,melted,14.4,7,chocolate,1.35,3
0.26,4.3,380,18,97,0.99477,8.36,0.46,9.2,7,melted,11.2,7,"chocolate, oats",1.73,3
0.08,1.8,970,15,65,0.9959,8.28,0.54,9.2,5,cubed,13.4,7,"nuts,raisins",1.01,3
0.33,17.85,490,41.5,195,1,8.06,0.44,9.1,9,melted,14.6,7,chocolate,1.84,3
0.29,2.8,250,37,107,0.99159,8.31,0.63,11.3,9,melted,13.4,7,raisins,1.05,3
0.31,8.8,840,26,45,0.99824,8.38,0.64,10.1,6,cubed,13.6,7,"nuts, chocolate",1.01,3
0.34,1.1,460,25,80,0.992,8.25,0.4,11.3,8,melted,14.4,7,chocolate,1.34,3
0.33,1.2,420,47,121,0.99198,8.04,0.68,10.5,9,melted,14.8,7,"chocolate, oats",1.84,3
0,2.6,550,7,13,0.99639,8.38,0.56,10.8,5,cubed,15.4,7,"nuts, oats, chocolate",1.31,3
0.38,8,420,56,187,0.99577,8.21,0.46,9.2,7,melted,13.2,7,chocolate,1.13,3
0.2,1,530,26,112,0.99336,8.32,0.55,9.1,7,melted,13.2,7,raisins,1.94,3
0.06,2.1,800,8,33,0.99845,8.68,0.71,9.6,5,cubed,13.8,7,"nuts, oats, chocolate",1.01,3
0.24,2.5,2260,5,15,0.9991,8.32,0.6,9,6,cubed,17.4,7,"nuts, oats",1.81,3
0.49,2.7,880,15,33,0.9982,8.42,0.9,10,6,cubed,19.6,7,chocolate,1.23,3
0.42,1.9,690,9,17,0.99376,8.21,0.54,12.3,6,cubed,16.4,7,chocolate,1.14,3
0.32,12.5,350,18,156,0.99666,7.88,0.36,9,8,melted,13.4,7,"chocolate, oats",1.16,3
0.22,2.3,750,13,81,0.99688,8.24,0.54,9.5,6,cubed,16,7,"nuts, oats",1.07,3
0.27,4,380,37,97,0.99026,8.2,0.6,12.6,10,melted,13,7,raisins,1.42,3
0.27,1.5,370,20,98,0.9916,8.46,0.42,11,9,melted,12.8,7,"chocolate, oats",1.54,3
0.55,2.7,810,5,16,1.0006,7.98,0.54,9.4,5,cubed,26.4,7,raisins,1.84,3
0.02,2.6,770,11,35,0.99557,8.36,0.62,10.8,6,cubed,15,7,"nuts,raisins",1.31,3
0.28,10.2,390,29,115,0.99469,8.11,0.45,10.9,9,melted,13.4,7,"chocolate, oats",1.87,3
0.27,15.5,360,31,134,0.99408,8.19,0.44,13,9,melted,12,7,chocolate,1.38,3
0.37,1.9,720,48,159,0.9949,8.37,0.7,10.9,8,melted,16.2,7,chocolate,1.04,3
0.28,11.25,320,31,87,0.9922,8.02,0.38,12.4,8,melted,13,7,"nuts, chocolate",1.4,3
0.56,0.9,410,46,141,0.99119,8.16,0.62,9.7,7,melted,10.6,7,chocolate,1.15,3
0.48,1.7,570,31,98,0.9943,8.15,0.41,10.3,8,melted,16.6,7,"chocolate, oats",1.59,3
0.32,9.9,450,41,128,0.99636,8.18,0.52,9.6,8,melted,13,7,chocolate,1.92,3
0.46,6.2,660,41,187,0.99362,8.19,0.42,9.733333333,7,melted,10.4,7,chocolate,1.08,3
0.32,1.1,340,24,110,0.9898,8.36,0.4,12.5,8,melted,12.2,7,chocolate,1.18,3
0.3,2.3,480,40,150,0.98944,8.29,0.46,12.2,8,melted,10.2,7,raisins,1.79,3
0.28,7.9,570,21,82,0.99425,8.26,0.36,10,8,melted,12.8,7,"chocolate, oats",1.76,3
0.2,1.8,310,49,159,0.9919,8.41,0.53,11,8,melted,12,7,raisins,1.18,3
0.08,2.6,560,3,7,0.99286,8.22,0.37,13,5,cubed,16,7,"nuts, oats, chocolate",1.08,3
0,1.4,650,24,33,0.9954,8.27,0.55,9.7,5,cubed,17.4,7,"chocolate, peanut butter",1.01,3
0.49,1.3,370,27,104,0.9924,8.23,0.57,10.6,8,melted,14.4,7,"chocolate, oats",1.59,3
0.1,2,760,30,47,0.99554,8.36,0.48,9.4,6,cubed,13,7,"nuts, chocolate",1.9,3
0.33,2,450,31,101,0.9931,8.42,0.55,11.4,7,melted,14.8,7,chocolate,1.54,3
0.3,1.8,330,16,91,0.9906,8.28,0.4,11.8,8,melted,12.6,7,chocolate,1.92,3
0.49,1.4,1420,52,148,0.9937,8.08,0.49,9,8,melted,13.6,7,chocolate,1.41,3
0.3,12.8,620,19,171,0.99808,8,0.52,9,9,melted,13.6,7,"chocolate, oats",1.51,3
0.31,2.1,460,28,208,0.99434,8.23,0.64,9.8,7,melted,15.6,7,chocolate,1.29,3
0.25,1.8,1030,13,50,0.9957,8.38,0.55,9.2,5,cubed,10.4,7,raisins,1.49,3
0.33,12.2,330,25,97,0.99356,8.17,0.42,11.3,9,melted,12,7,chocolate,1.92,3
0.3,16,360,58,201,0.99954,8.3,0.67,9,7,melted,14.2,7,chocolate,1.4,3
0.02,1.6,310,24,104,0.9896,8.44,0.35,12.2,8,melted,10.4,7,raisins,1.13,3
0.21,1.6,360,24,119,0.99396,8.18,0.52,10.1,8,melted,16.2,7,"chocolate, oats",1.51,3
0.49,1.5,520,34,134,0.9924,7.99,0.61,9.8,8,melted,12.6,7,chocolate,1.9,3
0.29,7.6,250,35,124,0.99162,8.15,0.65,12.8,9,melted,14,7,raisins,1.41,3
0.32,1.2,400,26,117,0.993,8.21,0.56,10.8,7,melted,15.4,7,chocolate,1.85,3
0.41,14.2,390,47,129,0.99678,8.28,0.72,10.3,9,melted,13,7,"chocolate, oats",1.21,3
0.53,2.2,600,3,10,0.99572,8.02,0.83,10.9,7,cubed,22.2,7,raisins,1.98,3
0.17,13.9,470,49,162,0.9983,8.21,0.51,9,8,melted,13.6,7,chocolate,1.97,3
0.26,13.5,600,50,156,0.99784,8.39,0.46,9.9,8,melted,13.4,7,chocolate,1.69,3
0.36,1.4,560,21,153,0.993,8.2,0.53,10.4,8,melted,15.6,7,chocolate,1.6,3
0.51,2.6,450,26,159,0.99126,8,0.5,11.2,8,melted,15.4,7,chocolate,2,3
0.74,12.5,370,47,156,0.9981,8.04,0.44,8.7,7,melted,14.4,7,chocolate,1.76,3
0.11,2.3,840,12,31,0.9979,8.4,0.48,9.9,5,cubed,17.2,7,"chocolate, peanut butter",1.29,3
0.19,2.1,810,15,105,0.9962,8.33,0.54,9.5,5,cubed,15.6,7,"nuts,raisins",1.22,3
0.03,1.2,640,29,120,0.9934,8.22,0.54,9.1,7,melted,12.4,7,raisins,1.02,3
0.5,2,3370,27,81,0.9964,8.04,1.61,9.5,6,cubed,17.8,7,"nuts,raisins",1.14,3
0.26,9.5,590,32,178,0.9955,8.04,0.43,10.9,8,melted,15.6,7,"nuts, chocolate",1.93,3
0.36,7.4,370,36,156,0.99592,8.19,0.54,10.6,8,melted,16.2,7,raisins,1.81,3
0.29,2.1,480,33,142,0.98956,8.22,0.46,12.9,9,melted,12.6,7,raisins,1.01,3
0.29,6.2,460,29,227,0.9952,8.29,0.53,10.1,8,melted,12.6,7,raisins,1.58,3
0.28,8.6,450,37,221,0.9954,8.25,0.54,10.4,8,melted,14,7,chocolate,1.57,3
0.42,2,860,8,19,0.99546,8.35,0.6,11.4,6,cubed,15.8,7,raisins,1.46,3
0,1.6,420,3,11,0.9944,8.48,0.85,11.7,6,cubed,11.8,7,"nuts, chocolate",1.76,3
0.3,1.3,400,26,84,0.99222,8.28,0.53,10.7,8,melted,14.6,7,chocolate,1.01,3
0.17,2.6,960,20,38,0.9978,8.4,0.53,9.5,5,cubed,15.8,7,"nuts, oats",1.79,3
0.23,5.7,1230,27,104,0.9954,8.04,0.54,9.4,8,melted,14,7,"chocolate, oats",1.64,3
0.28,1.4,470,48,148,0.99168,8.5,0.49,10.4,7,melted,10.2,7,chocolate,1.03,3
0.27,1.7,340,25,122,0.99088,7.97,0.51,11.9,8,melted,15.8,7,chocolate,1.54,3
0,1.8,820,3,12,0.9964,8.54,0.48,10.9,5,cubed,16.2,7,,1.96,3
0.38,8.3,470,47,162,0.9954,8.34,0.52,10.5,9,melted,13.8,7,chocolate,1.98,3
0.63,2.2,730,7,23,0.99974,8.21,0.69,10.9,6,cubed,23.4,7,"nuts, chocolate",1.05,3
0.33,12.8,560,44,169,0.998,8.42,0.42,9.8,8,melted,13.8,7,chocolate,1.27,3
0.23,6.5,500,18,102,0.99304,8.1,0.55,11.2,6,melted,14.6,7,raisins,1.89,3
0.4,8.1,460,68,170,0.99494,8.15,0.5,9.533333333,8,melted,13.2,7,raisins,1.49,3
0.3,12.9,330,31,177,0.99479,8.12,0.39,11.2,8,melted,13.2,7,chocolate,1.83,3
0.25,5.8,380,52,155,0.995,8.28,0.38,9.4,8,melted,12.6,7,chocolate,1.48,3
0.63,1.6,810,16,29,0.99588,8.3,0.78,10.8,6,cubed,16,7,raisins,1.51,3
0.3,12.8,620,19,171,0.99808,8,0.52,9,9,melted,13.6,7,"chocolate, oats",1.24,3
0.57,1,430,50,92,0.99004,8.17,0.36,11.5,8,melted,12.4,7,chocolate,1.52,3
0.38,2.5,940,24,60,0.9979,8.31,0.7,10.8,6,cubed,16.6,7,"nuts, chocolate",1.78,3
0.07,2.6,770,16,86,0.99748,8.51,0.54,9.7,5,cubed,14.4,7,"nuts, oats, chocolate",1.87,3
0.27,4.7,350,17,80,0.99058,8.12,0.36,12.5,9,melted,13.8,7,"nuts, chocolate",1.67,3
0,2.1,410,17,78,0.99346,8.68,0.73,11.4,5,cubed,11.2,7,"raisins, oats",1.56,3
0.61,16.2,430,14,103,0.9987,8.06,0.36,9.2,8,melted,14.4,7,chocolate,1.6,3
0.05,2,890,12,32,0.99735,8.36,0.61,10,5,cubed,16,7,"nuts,raisins",1.6,3
0.32,1.7,400,51,148,0.9916,8.21,0.44,11.5,9,melted,15,7,"chocolate, oats",1.42,3
0.43,2.6,820,18,82,0.99708,8.33,0.68,9.7,6,cubed,14.8,7,raisins,1.22,3
0.29,1.8,260,35,128,0.99183,8.37,0.48,11.2,8,melted,13.2,7,chocolate,1.59,3
0.03,1.8,780,7,12,0.99587,8.34,0.39,9.5,5,cubed,14.4,7,"nuts, oats, chocolate",1.77,3
0.46,2.1,740,24,44,0.99534,8.4,0.85,11,7,cubed,14.4,7,raisins,1.61,3
0.32,2.8,460,18,80,0.99043,7.92,0.47,11.05,8,melted,12.6,7,"chocolate, oats",1.28,3
0.3,2.1,830,35,72,0.997,8.44,0.52,9.4,5,cubed,14.4,7,"nuts, chocolate",1.13,3
0.23,9.5,570,54,166,0.99568,8.23,0.42,10,7,melted,13.8,7,raisins,1.19,3
0.6,3,1040,10,22,0.99828,8.39,0.68,10.6,5,cubed,16.4,7,chocolate,1.12,3
0.32,1.6,390,10,124,0.9948,8.3,0.67,9.6,7,melted,13.6,7,raisins,1.12,3
0.32,4.8,410,40,186,0.99235,8.22,0.54,11,8,melted,12,7,raisins,1.86,3
0.25,1.4,510,41,107,0.99382,8.53,0.66,10.5,9,melted,14.6,7,"chocolate, oats",1.31,3
0.49,23.5,570,59,235,1.0024,7.98,0.47,8.6,7,melted,13.8,7,chocolate,1.74,3
0.37,1.2,360,19,74,0.98853,8.09,0.49,12.7,9,melted,11.6,7,"chocolate, oats",1.54,3
0.36,18.1,460,32,133,1,8.27,0.48,8.8,7,melted,13.6,7,chocolate,1.28,3
0.53,12.7,470,60.5,156,0.9984,8.06,0.45,9.1,8,melted,14.6,7,chocolate,1.54,3
0.34,3.2,280,42,162,0.9903,8.01,0.33,12.4,8,melted,15.2,7,raisins,1.87,3
0.45,9.1,290,20,125,0.996,8.12,0.36,10.1,8,melted,15,7,"nuts, chocolate",1.86,3
0.25,1.4,300,35,105,0.9912,8.3,0.44,11.1,9,melted,12.4,7,chocolate,1.78,3
0.33,2.9,440,21,73,0.98896,8.17,0.32,,10,melted,11.2,7,"chocolate, oats",1.57,3
0.49,2,560,20,124,0.9948,8.32,0.49,10.7,8,melted,15.4,7,"chocolate, oats",1.02,3
0.31,2.7,490,25,153,0.99067,8.44,0.73,12.2,9,melted,11.6,7,raisins,1.29,3
0.34,1.6,400,43,148,0.9912,8.32,0.59,11.5,10,melted,13,7,"chocolate, oats",1.13,3
0.39,13.7,580,26,172,0.99755,7.9,0.46,9,8,melted,14.2,7,chocolate,1.63,3
0,1.9,990,9,22,0.99606,8.34,0.6,9.7,5,cubed,14,7,"nuts, oats, chocolate",1.68,3
0.33,3,360,35,132,0.9928,8.25,0.4,11,8,melted,14.4,7,chocolate,1.88,3
0.25,1.8,500,51,189,0.99174,8,0.55,11.4,8,melted,14,7,"nuts, chocolate",1.68,3
0.27,4.9,340,18,122,0.9916,8.36,0.71,12.5,8,melted,12.8,7,raisins,1.92,3
0.27,8.6,440,45,104,0.99454,8.2,0.37,9.9,8,melted,13.6,7,"chocolate, oats",1.11,3
0.2,2,470,15,60,0.9955,8.36,0.44,10.9,5,cubed,15.4,7,"raisins, oats",1.57,3
0.52,13.2,420,61,148,0.99839,7.98,0.47,9.1,8,melted,15.2,7,raisins,1.85,3
0.49,5.3,400,34,125,0.9914,8.24,0.4,12.2,8,melted,14,7,"chocolate, oats",2,3
0.22,2.3,640,9,42,0.9963,8.1,0.55,9.4,5,cubed,17.4,7,"nuts, oats",1.31,3
0.28,9.8,390,29,113,0.99406,8.11,0.45,10.9,9,melted,13.6,7,"chocolate, oats",1.14,3
0.34,2.7,300,30,107,0.992,7.97,0.53,11,8,melted,14.8,7,"chocolate, oats",1.61,3
0.37,1.1,310,37,97,0.9922,8.4,0.58,10.5,8,melted,12.2,7,"chocolate, oats",1.17,3
0.37,1.5,250,43,117,0.9928,8.46,0.51,9.7,8,melted,12,7,"chocolate, oats",1.82,3
0.46,3.2,580,39,133,0.996,8.14,0.58,9.5,7,melted,18.4,7,chocolate,1.7,3
0.24,4.9,920,30,123,0.9951,8.03,0.46,8.6,8,melted,13.6,7,chocolate,1.52,3
0.33,2,740,24,120,0.9968,8.25,0.54,9.4,5,cubed,15.6,7,"nuts,raisins",1.47,3
0.01,1.7,540,5,27,0.9934,8.57,0.84,12.5,7,cubed,10.6,7,"nuts,raisins",1.29,3
0.49,2.9,850,17,110,0.9982,8.29,0.6,9.8,5,cubed,17.6,7,"nuts, chocolate",1.24,3
0.36,6.6,420,34,116,0.99123,7.97,0.31,12.2,10,melted,13.4,7,raisins,1.62,3
0.51,8,470,61,189,0.99604,8.22,0.49,9.2,7,melted,13.2,7,chocolate,1.93,3
0.49,1.1,370,33,156,0.992,8.15,0.54,11.1,8,melted,28.4,7,chocolate,1.6,3
0.24,9.6,1190,56,178,0.99578,8.15,0.44,10.2,8,melted,14.3,7,"chocolate, oats",1.08,3
0.23,3.1,520,15,104,0.9948,8.14,0.42,8.7,7,melted,12.2,7,chocolate,1.09,3
0.21,1.6,800,12,32,0.99689,8.58,0.66,9.8,5,cubed,12.8,7,"nuts, oats, chocolate",1.14,3
